x	y
-6.9011930945954205	98122822844416
-6.900829893510586	11321533792256
-6.900466692425752	-18116172054528
-6.900103491340918	60687887892480
-6.899740290256084	208744000520192
-6.899377089171249	321581381320704
-6.899013888086415	317776040296448
-6.8986506870015845	208967338819584
-6.89828748591675	87488483819520
-6.897924284831916	45062796869632
-6.897561083747082	97959614087168
-6.8971978826622475	182518930210816
-6.896834681577413	217686122430464
-6.896471480492579	173490908954624
-6.896108279407745	87926570483712
-6.895745078322911	26671746908160
-6.895381877238076	27831388078080
-6.895018676153242	77687368450048
-6.894655475068408	128874788683776
-6.894292273983574	139526307577856
-6.8939290728987395	102847286870016
-6.893565871813905	52243982188544
-6.8932026707290746	42666205118464
-6.89283946964424	117725053583360
-6.892476268559406	277248728891392
-6.892113067474572	464466353324032
-6.891749866389738	589140663992320
-6.891386665304903	582157047169024
-6.891023464220069	447827650019328
-6.890660263135235	271106925658112
-6.890297062050401	163389145874432
-6.8899338609655665	181763015966720
-6.889570659880732	284661842444288
-6.889207458795898	364196046831616
-6.888844257711064	333478440730624
-6.88848105662623	199114683842560
-6.888117855541399	58325655879680
-6.887754654456565	22402549415936
-6.88739145337173	129218386067456
-6.887028252286896	315534067367936
-6.886665051202062	468666831339520
-6.886301850117228	511650864037888
-6.8859386490323935	452595063717888
-6.885575447947559	363886809186304
-6.885212246862725	316427420565504
-6.884849045777891	326537773580288
-6.884485844693057	355614702174208
-6.884122643608222	354317622050816
-6.883759442523388	308464551198720
-6.883396241438554	248755915849728
-6.88303304035372	221242355351552
-6.882669839268889	248197570101248
-6.882306638184055	311986424381440
-6.8819434370992205	371334282477568
-6.881580236014386	392353852424192
-6.881217034929552	368508193996800
-6.880853833844718	318068098072576
-6.880490632759884	266949397315584
-6.880127431675049	233440062472192
-6.879764230590215	223595997429760
-6.879401029505381	233783659855872
-6.879037828420547	253248451641344
-6.878674627335712	265643727257600
-6.878311426250878	254786049933312
-6.877948225166044	216380452372480
-6.87758502408121	167675523235840
-6.877221822996379	142017388609536
-6.876858621911545	165905996709888
-6.876495420826711	233852379332608
-6.876132219741876	304255483248640
-6.875769018657042	325670190186496
-6.875405817572208	276509994516480
-6.875042616487374	185834644963328
-6.8746794154025395	115044993990656
-6.874316214317705	112631222370304
-6.873953013232871	177725746708480
-6.873589812148037	261950055383040
-6.8732266110632025	307476708720640
-6.872863409978368	289394896404480
-6.872500208893534	229342663671808
-6.872137007808703	173207441113088
-6.871773806723869	155546535591936
-6.871410605639035	179512453103616
-6.871047404554201	223484328280064
-6.8706842034693665	261743896952832
-6.870321002384532	279533651492864
-6.869957801299698	274276611522560
